stock,total_score,raw_momentum_6m,raw_momentum_3m,raw_momentum_1m,volatility_adjusted_6m,volatility_adjusted_3m,volatility_adjusted_1m,relative_strength_6m,relative_strength_3m,relative_strength_1m,trend_score,volume_score,calculated_at
STOCK1337,62.4882,0.5647,2.1648,-5.5911,0.4518,1.7318,-4.4729,18.7465,24.9953,18.7465,12.4976,6.2488,2025-09-08 04:37:29.934132
STOCK1338,46.8447,9.8875,-14.9754,6.0183,7.91,-11.9803,4.8146,14.0534,18.7379,14.0534,9.3689,4.6845,2025-09-08 04:37:29.934145
STOCK1339,3.878,-16.8939,-10.8697,15.7139,-13.5152,-8.6957,12.5711,1.1634,1.5512,1.1634,0.7756,0.3878,2025-09-08 04:37:29.934159
STOCK1340,75.9855,11.9522,5.4957,-3.3555,9.5618,4.3966,-2.6844,22.7957,30.3942,22.7957,15.1971,7.5986,2025-09-08 04:37:29.934172
STOCK1341,23.6511,3.2814,9.9749,-9.3567,2.6251,7.9799,-7.4853,7.0953,9.4604,7.0953,4.7302,2.3651,2025-09-08 04:37:29.934185
STOCK1342,75.522,-3.0734,9.992,17.342,-2.4588,7.9936,13.8736,22.6566,30.2088,22.6566,15.1044,7.5522,2025-09-08 04:37:29.934198
STOCK1343,35.539,0.7959,24.501,-5.4676,0.6367,19.6008,-4.3741,10.6617,14.2156,10.6617,7.1078,3.5539,2025-09-08 04:37:29.934212
STOCK1344,17.9203,-14.265,21.9545,16.0624,-11.412,17.5636,12.8499,5.3761,7.1681,5.3761,3.5841,1.792,2025-09-08 04:37:29.934225
STOCK1345,63.284,-18.6548,6.8581,1.0148,-14.9238,5.4864,0.8119,18.9852,25.3136,18.9852,12.6568,6.3284,2025-09-08 04:37:29.934241
STOCK1346,50.7301,2.3672,-8.3404,12.3175,1.8938,-6.6723,9.854,15.219,20.292,15.219,10.146,5.073,2025-09-08 04:37:29.934258
STOCK1347,34.789,13.272,-10.6527,12.729,10.6176,-8.5221,10.1832,10.4367,13.9156,10.4367,6.9578,3.4789,2025-09-08 04:37:29.934273
STOCK1348,23.3677,3.2221,-13.6248,9.9407,2.5777,-10.8998,7.9526,7.0103,9.3471,7.0103,4.6735,2.3368,2025-09-08 04:37:29.934286
STOCK1349,58.0631,-8.9988,16.5261,9.4381,-7.199,13.2209,7.5505,17.4189,23.2252,17.4189,11.6126,5.8063,2025-09-08 04:37:29.934299
STOCK1350,70.1513,-1.5184,14.4681,18.2876,-1.2147,11.5745,14.6301,21.0454,28.0605,21.0454,14.0303,7.0151,2025-09-08 04:37:29.934312
STOCK1351,59.3428,8.6507,8.8496,-5.486,6.9205,7.0797,-4.3888,17.8029,23.7371,17.8029,11.8686,5.9343,2025-09-08 04:37:29.934326
STOCK1352,55.4391,12.4055,-11.5558,4.9813,9.9244,-9.2447,3.985,16.6317,22.1756,16.6317,11.0878,5.5439,2025-09-08 04:37:29.934339
STOCK1353,2.7553,0.3654,3.6905,8.3924,0.2923,2.9524,6.7139,0.8266,1.1021,0.8266,0.5511,0.2755,2025-09-08 04:37:29.934353
STOCK1354,13.5571,-1.1275,13.0781,-3.9533,-0.902,10.4624,-3.1626,4.0671,5.4228,4.0671,2.7114,1.3557,2025-09-08 04:37:29.934367
STOCK1355,4.4179,-3.9245,-2.0567,14.2551,-3.1396,-1.6454,11.4041,1.3254,1.7671,1.3254,0.8836,0.4418,2025-09-08 04:37:29.934383
STOCK1356,9.8249,-5.3314,17.2394,5.9472,-4.2652,13.7915,4.7578,2.9475,3.93,2.9475,1.965,0.9825,2025-09-08 04:37:29.934400
STOCK1357,16.5424,27.7367,-13.4981,13.7647,22.1893,-10.7985,11.0118,4.9627,6.617,4.9627,3.3085,1.6542,2025-09-08 04:37:29.934413
STOCK1358,31.4697,29.6654,-10.6391,9.3094,23.7323,-8.5113,7.4476,9.4409,12.5879,9.4409,6.2939,3.147,2025-09-08 04:37:29.934427
STOCK1359,46.1994,-4.1118,21.2802,-6.6244,-3.2895,17.0242,-5.2996,13.8598,18.4797,13.8598,9.2399,4.6199,2025-09-08 04:37:29.934440
STOCK1360,60.0548,-14.6977,18.238,7.8593,-11.7581,14.5904,6.2874,18.0164,24.0219,18.0164,12.011,6.0055,2025-09-08 04:37:29.934453
STOCK1361,53.6155,0.1507,18.2861,-5.3193,0.1206,14.6289,-4.2554,16.0847,21.4462,16.0847,10.7231,5.3616,2025-09-08 04:37:29.934466
STOCK1362,69.4985,24.1954,-1.0963,6.3772,19.3564,-0.8771,5.1017,20.8495,27.7994,20.8495,13.8997,6.9498,2025-09-08 04:37:29.934480
STOCK1363,39.2395,25.4243,-10.3326,16.3837,20.3394,-8.2661,13.1069,11.7719,15.6958,11.7719,7.8479,3.924,2025-09-08 04:37:29.934493
STOCK1364,22.1564,13.1905,5.4883,-5.9117,10.5524,4.3907,-4.7293,6.6469,8.8626,6.6469,4.4313,2.2156,2025-09-08 04:37:29.934506
STOCK1365,12.0267,-16.3177,18.9731,12.8292,-13.0542,15.1785,10.2633,3.608,4.8107,3.608,2.4053,1.2027,2025-09-08 04:37:29.934519
STOCK1366,14.2114,-0.8751,21.5762,3.3197,-0.7001,17.2609,2.6558,4.2634,5.6845,4.2634,2.8423,1.4211,2025-09-08 04:37:29.934533
STOCK1367,0.2958,-3.151,24.8172,3.8007,-2.5208,19.8538,3.0406,0.0887,0.1183,0.0887,0.0592,0.0296,2025-09-08 04:37:29.934546
STOCK1368,38.4901,-10.9946,9.6691,0.7285,-8.7957,7.7353,0.5828,11.547,15.396,11.547,7.698,3.849,2025-09-08 04:37:29.934559
STOCK1369,92.2502,4.6278,15.5996,16.3954,3.7022,12.4796,13.1163,27.675,36.9001,27.675,18.45,9.225,2025-09-08 04:37:29.934573
STOCK1370,42.0319,3.2236,15.2994,3.2175,2.5788,12.2395,2.574,12.6096,16.8127,12.6096,8.4064,4.2032,2025-09-08 04:37:29.934586
STOCK1371,12.3538,23.7545,-10.0771,-9.5729,19.0036,-8.0617,-7.6583,3.7061,4.9415,3.7061,2.4708,1.2354,2025-09-08 04:37:29.934599
STOCK1372,42.4524,25.2335,-9.1313,6.4178,20.1868,-7.3051,5.1342,12.7357,16.9809,12.7357,8.4905,4.2452,2025-09-08 04:37:29.934612
STOCK1373,66.332,-12.601,9.232,15.7219,-10.0808,7.3856,12.5775,19.8996,26.5328,19.8996,13.2664,6.6332,2025-09-08 04:37:29.934626
STOCK1374,89.8476,-5.2884,18.1147,17.3491,-4.2307,14.4918,13.8792,26.9543,35.9391,26.9543,17.9695,8.9848,2025-09-08 04:37:29.934639
STOCK1375,48.7869,28.979,-12.7604,6.4639,23.1832,-10.2084,5.1711,14.6361,19.5148,14.6361,9.7574,4.8787,2025-09-08 04:37:29.934653
STOCK1376,87.3039,-15.1265,5.7083,17.8608,-12.1012,4.5666,14.2886,26.1912,34.9216,26.1912,17.4608,8.7304,2025-09-08 04:37:29.934666
STOCK1377,84.5336,-4.9364,-12.0061,-1.2344,-3.9492,-9.6049,-0.9875,25.3601,33.8135,25.3601,16.9067,8.4534,2025-09-08 04:37:29.934679
STOCK1378,5.3901,-14.1878,-12.8504,13.0353,-11.3502,-10.2803,10.4283,1.617,2.156,1.617,1.078,0.539,2025-09-08 04:37:29.934693
STOCK1379,5.2622,1.4559,-8.6255,-1.2602,1.1647,-6.9004,-1.0081,1.5787,2.1049,1.5787,1.0524,0.5262,2025-09-08 04:37:29.934706
STOCK1380,73.2787,19.4935,-5.539,7.0752,15.5948,-4.4312,5.6601,21.9836,29.3115,21.9836,14.6557,7.3279,2025-09-08 04:37:29.934719
STOCK1381,68.0446,15.2464,3.6085,-2.8032,12.1971,2.8868,-2.2425,20.4134,27.2179,20.4134,13.6089,6.8045,2025-09-08 04:37:29.934736
STOCK1382,10.1553,22.2384,1.4344,4.3974,17.7907,1.1475,3.5179,3.0466,4.0621,3.0466,2.0311,1.0155,2025-09-08 04:37:29.934749
STOCK1383,79.8941,-17.1925,12.8344,9.6243,-13.754,10.2675,7.6994,23.9682,31.9576,23.9682,15.9788,7.9894,2025-09-08 04:37:29.934763
STOCK1384,76.6856,-3.4729,-7.0131,16.1903,-2.7783,-5.6105,12.9522,23.0057,30.6743,23.0057,15.3371,7.6686,2025-09-08 04:37:29.934776
STOCK1385,89.6444,-1.9958,2.7553,0.5965,-1.5967,2.2042,0.4772,26.8933,35.8578,26.8933,17.9289,8.9644,2025-09-08 04:37:29.934789
STOCK1386,55.6706,18.6059,1.125,4.7453,14.8848,0.9,3.7962,16.7012,22.2683,16.7012,11.1341,5.5671,2025-09-08 04:37:29.934803
STOCK1387,64.1452,6.8963,-6.593,5.8048,5.517,-5.2744,4.6439,19.2435,25.6581,19.2435,12.829,6.4145,2025-09-08 04:37:29.934820
STOCK1388,8.9371,-18.1919,12.5612,0.1374,-14.5535,10.049,0.1099,2.6811,3.5748,2.6811,1.7874,0.8937,2025-09-08 04:37:29.934837
STOCK1389,2.8923,20.8161,9.0263,3.9649,16.6528,7.221,3.1719,0.8677,1.1569,0.8677,0.5785,0.2892,2025-09-08 04:37:29.934854
STOCK1390,0.1162,-10.1381,7.891,2.1137,-8.1105,6.3128,1.691,0.0349,0.0465,0.0349,0.0232,0.0116,2025-09-08 04:37:29.934869
STOCK1391,22.7113,-7.2227,18.4571,16.3094,-5.7782,14.7657,13.0476,6.8134,9.0845,6.8134,4.5423,2.2711,2025-09-08 04:37:29.934882
STOCK1392,85.9308,-12.1851,24.5497,7.9944,-9.7481,19.6398,6.3955,25.7792,34.3723,25.7792,17.1862,8.5931,2025-09-08 04:37:29.934899
STOCK1393,40.073,24.4173,5.8724,10.9945,19.5338,4.698,8.7956,12.0219,16.0292,12.0219,8.0146,4.0073,2025-09-08 04:37:29.934915
STOCK1394,55.6849,-18.9292,0.7657,-4.3274,-15.1434,0.6126,-3.4619,16.7055,22.274,16.7055,11.137,5.5685,2025-09-08 04:37:29.934929
STOCK1395,76.4026,-1.6421,17.1014,-7.1518,-1.3137,13.6811,-5.7214,22.9208,30.561,22.9208,15.2805,7.6403,2025-09-08 04:37:29.934943
STOCK1396,37.2042,8.7455,8.5347,-8.3633,6.9964,6.8277,-6.6907,11.1613,14.8817,11.1613,7.4408,3.7204,2025-09-08 04:37:29.934956
STOCK1397,27.5507,-18.0947,-9.9449,2.5297,-14.4758,-7.9559,2.0238,8.2652,11.0203,8.2652,5.5101,2.7551,2025-09-08 04:37:29.934970
STOCK1398,81.9517,-14.7068,4.9118,10.5774,-11.7655,3.9295,8.4619,24.5855,32.7807,24.5855,16.3903,8.1952,2025-09-08 04:37:29.934984
STOCK1399,25.0128,-5.7622,-2.5529,-1.4983,-4.6098,-2.0423,-1.1986,7.5038,10.0051,7.5038,5.0026,2.5013,2025-09-08 04:37:29.934997
STOCK1400,32.4003,-15.7374,-12.1261,-5.1855,-12.5899,-9.7009,-4.1484,9.7201,12.9601,9.7201,6.4801,3.24,2025-09-08 04:37:29.935010
STOCK1401,93.514,22.5463,-3.0166,1.0153,18.037,-2.4133,0.8122,28.0542,37.4056,28.0542,18.7028,9.3514,2025-09-08 04:37:29.935023
STOCK1402,25.7397,5.2645,-14.2859,15.8771,4.2116,-11.4287,12.7017,7.7219,10.2959,7.7219,5.1479,2.574,2025-09-08 04:37:29.935036
STOCK1403,33.0107,14.9035,3.2564,15.5371,11.9228,2.6052,12.4297,9.9032,13.2043,9.9032,6.6021,3.3011,2025-09-08 04:37:29.935049
STOCK1404,77.0107,16.2527,8.0484,-5.7423,13.0022,6.4387,-4.5938,23.1032,30.8043,23.1032,15.4021,7.7011,2025-09-08 04:37:29.935062
STOCK1405,19.0757,29.1972,10.4788,0.4351,23.3578,8.383,0.3481,5.7227,7.6303,5.7227,3.8151,1.9076,2025-09-08 04:37:29.935075
STOCK1406,44.8862,-9.6168,-2.6126,1.3497,-7.6935,-2.0901,1.0797,13.4659,17.9545,13.4659,8.9772,4.4886,2025-09-08 04:37:29.935094
STOCK1407,86.1952,5.0284,1.4219,19.4209,4.0227,1.1375,15.5367,25.8586,34.4781,25.8586,17.239,8.6195,2025-09-08 04:37:29.935108
STOCK1408,22.1651,5.9606,-14.7916,15.6119,4.7685,-11.8332,12.4895,6.6495,8.866,6.6495,4.433,2.2165,2025-09-08 04:37:29.935121
STOCK1409,76.0822,14.5804,-3.8076,5.1511,11.6643,-3.0461,4.1209,22.8247,30.4329,22.8247,15.2164,7.6082,2025-09-08 04:37:29.935134
STOCK1410,46.8341,-7.9564,11.4166,15.813,-6.3651,9.1333,12.6504,14.0502,18.7336,14.0502,9.3668,4.6834,2025-09-08 04:37:29.935149
STOCK1411,49.9624,10.5121,11.3516,-5.9072,8.4097,9.0813,-4.7258,14.9887,19.985,14.9887,9.9925,4.9962,2025-09-08 04:37:29.935166
STOCK1412,93.908,-9.8587,7.7172,-3.5646,-7.887,6.1738,-2.8517,28.1724,37.5632,28.1724,18.7816,9.3908,2025-09-08 04:37:29.935181
STOCK1413,8.0531,9.8412,3.3293,17.6128,7.873,2.6634,14.0903,2.4159,3.2213,2.4159,1.6106,0.8053,2025-09-08 04:37:29.935194
STOCK1414,6.069,-18.6127,0.7898,-9.7956,-14.8902,0.6319,-7.8365,1.8207,2.4276,1.8207,1.2138,0.6069,2025-09-08 04:37:29.935207
STOCK1415,51.7424,16.6934,-5.5001,9.8787,13.3547,-4.4001,7.903,15.5227,20.697,15.5227,10.3485,5.1742,2025-09-08 04:37:29.935221
STOCK1416,42.787,-3.4435,-1.7193,16.9708,-2.7548,-1.3755,13.5766,12.8361,17.1148,12.8361,8.5574,4.2787,2025-09-08 04:37:29.935234
STOCK1417,20.4113,4.2882,-5.7045,1.5389,3.4306,-4.5636,1.2311,6.1234,8.1645,6.1234,4.0823,2.0411,2025-09-08 04:37:29.935247
STOCK1418,79.4819,-5.5518,-12.9345,5.8224,-4.4414,-10.3476,4.6579,23.8446,31.7928,23.8446,15.8964,7.9482,2025-09-08 04:37:29.935260
STOCK1419,37.0178,-8.2767,-3.1819,-7.817,-6.6214,-2.5455,-6.2536,11.1053,14.8071,11.1053,7.4036,3.7018,2025-09-08 04:37:29.935274
STOCK1420,13.9737,-9.354,12.3387,7.1195,-7.4832,9.871,5.6956,4.1921,5.5895,4.1921,2.7947,1.3974,2025-09-08 04:37:29.935288
STOCK1421,50.3357,28.9421,-9.7635,-3.9923,23.1537,-7.8108,-3.1938,15.1007,20.1343,15.1007,10.0671,5.0336,2025-09-08 04:37:29.935301
STOCK1422,5.2969,-7.2791,23.2226,4.6812,-5.8233,18.5781,3.745,1.5891,2.1188,1.5891,1.0594,0.5297,2025-09-08 04:37:29.935315
STOCK1423,45.7971,4.5818,-10.5906,9.9575,3.6655,-8.4724,7.966,13.7391,18.3188,13.7391,9.1594,4.5797,2025-09-08 04:37:29.935329
STOCK1424,75.1246,7.804,16.0467,-6.9754,6.2432,12.8373,-5.5803,22.5374,30.0499,22.5374,15.0249,7.5125,2025-09-08 04:37:29.935342
STOCK1425,56.7525,24.8744,8.8222,-7.639,19.8995,7.0578,-6.1112,17.0257,22.701,17.0257,11.3505,5.6752,2025-09-08 04:37:29.935355
STOCK1426,96.2934,-14.2729,13.7674,-0.7693,-11.4183,11.014,-0.6154,28.888,38.5173,28.888,19.2587,9.6293,2025-09-08 04:37:29.935369
STOCK1427,3.8974,8.8604,-1.0416,-6.7979,7.0883,-0.8333,-5.4383,1.1692,1.559,1.1692,0.7795,0.3897,2025-09-08 04:37:29.935382
STOCK1428,71.1147,14.9636,-7.0623,1.0958,11.9709,-5.6499,0.8767,21.3344,28.4459,21.3344,14.2229,7.1115,2025-09-08 04:37:29.935395
STOCK1429,48.3737,18.9892,16.206,-1.4401,15.1913,12.9648,-1.1521,14.5121,19.3495,14.5121,9.6747,4.8374,2025-09-08 04:37:29.935408
STOCK1430,29.3735,23.819,10.4388,-2.7009,19.0552,8.3511,-2.1608,8.812,11.7494,8.812,5.8747,2.9373,2025-09-08 04:37:29.935421
STOCK1431,26.1644,25.0099,19.4869,7.562,20.0079,15.5895,6.0496,7.8493,10.4658,7.8493,5.2329,2.6164,2025-09-08 04:37:29.935435
STOCK1432,39.488,2.3066,-7.3879,-1.5138,1.8453,-5.9104,-1.211,11.8464,15.7952,11.8464,7.8976,3.9488,2025-09-08 04:37:29.935448
STOCK1433,4.4079,12.1766,-12.9902,-6.5154,9.7413,-10.3921,-5.2123,1.3224,1.7632,1.3224,0.8816,0.4408,2025-09-08 04:37:29.935461
STOCK1434,10.43,-10.5621,10.4003,14.621,-8.4497,8.3202,11.6968,3.129,4.172,3.129,2.086,1.043,2025-09-08 04:37:29.935474
STOCK1435,99.044,19.0987,3.6933,18.5961,15.2789,2.9546,14.8769,29.7132,39.6176,29.7132,19.8088,9.9044,2025-09-08 04:37:29.935487
STOCK1436,1.3367,12.0015,9.3078,0.5406,9.6012,7.4462,0.4325,0.401,0.5347,0.401,0.2673,0.1337,2025-09-08 04:37:29.935501
STOCK1437,98.0633,-18.7751,0.8706,-6.3145,-15.02,0.6965,-5.0516,29.419,39.2253,29.419,19.6127,9.8063,2025-09-08 04:37:29.935514
STOCK1438,77.7174,12.6582,8.1838,-4.217,10.1265,6.547,-3.3736,23.3152,31.087,23.3152,15.5435,7.7717,2025-09-08 04:37:29.935527
STOCK1439,55.1798,-16.3946,2.5009,5.7273,-13.1157,2.0007,4.5819,16.5539,22.0719,16.5539,11.036,5.518,2025-09-08 04:37:29.935539
STOCK1440,39.6528,-16.8376,-5.146,7.2755,-13.4701,-4.1168,5.8204,11.8958,15.8611,11.8958,7.9306,3.9653,2025-09-08 04:37:29.935552
STOCK1441,89.8245,24.744,13.7938,7.0374,19.7952,11.035,5.6299,26.9474,35.9298,26.9474,17.9649,8.9825,2025-09-08 04:37:29.935565
STOCK1442,24.3525,27.0181,-5.4223,7.1774,21.6145,-4.3378,5.7419,7.3057,9.741,7.3057,4.8705,2.4352,2025-09-08 04:37:29.935578
STOCK1443,17.639,-2.5228,-4.5865,10.8149,-2.0183,-3.6692,8.652,5.2917,7.0556,5.2917,3.5278,1.7639,2025-09-08 04:37:29.935591
STOCK1444,10.4552,19.1234,17.0239,16.1374,15.2987,13.6191,12.91,3.1366,4.1821,3.1366,2.091,1.0455,2025-09-08 04:37:29.935603
STOCK1445,24.7986,26.5607,-2.0029,12.0812,21.2486,-1.6023,9.665,7.4396,9.9194,7.4396,4.9597,2.4799,2025-09-08 04:37:29.935616
STOCK1446,34.4512,3.5097,14.095,6.649,2.8078,11.276,5.3192,10.3354,13.7805,10.3354,6.8902,3.4451,2025-09-08 04:37:29.935628
STOCK1447,30.9628,-2.9587,1.9507,16.4805,-2.367,1.5605,13.1844,9.2888,12.3851,9.2888,6.1926,3.0963,2025-09-08 04:37:29.935641
STOCK1448,30.6965,6.1175,16.6638,9.1077,4.894,13.3311,7.2862,9.2089,12.2786,9.2089,6.1393,3.0696,2025-09-08 04:37:29.935654
STOCK1449,79.28,-6.5614,20.4286,4.3139,-5.2491,16.3429,3.4511,23.784,31.712,23.784,15.856,7.928,2025-09-08 04:37:29.935667
STOCK1450,91.4889,2.127,-0.3355,11.688,1.7016,-0.2684,9.3504,27.4467,36.5956,27.4467,18.2978,9.1489,2025-09-08 04:37:29.935679
STOCK1451,14.5367,-14.4673,0.7839,2.344,-11.5738,0.6271,1.8752,4.361,5.8147,4.361,2.9073,1.4537,2025-09-08 04:37:29.935693
STOCK1452,40.8791,-5.1822,-4.1951,-5.6121,-4.1458,-3.3561,-4.4897,12.2637,16.3516,12.2637,8.1758,4.0879,2025-09-08 04:37:29.935705
STOCK1453,70.1001,-7.1719,10.4735,11.7005,-5.7375,8.3788,9.3604,21.03,28.04,21.03,14.02,7.01,2025-09-08 04:37:29.935718
STOCK1454,30.8046,1.8874,10.1232,11.1892,1.5099,8.0986,8.9514,9.2414,12.3218,9.2414,6.1609,3.0805,2025-09-08 04:37:29.935731
STOCK1455,48.0839,4.2111,-0.7967,4.725,3.3689,-0.6374,3.78,14.4252,19.2336,14.4252,9.6168,4.8084,2025-09-08 04:37:29.935744
STOCK1456,43.8164,-6.0098,19.3055,14.9078,-4.8079,15.4444,11.9262,13.1449,17.5266,13.1449,8.7633,4.3816,2025-09-08 04:37:29.935758
STOCK1457,78.2632,7.1061,-12.1656,-1.5214,5.6848,-9.7325,-1.2171,23.479,31.3053,23.479,15.6526,7.8263,2025-09-08 04:37:29.935770
STOCK1458,1.948,6.3418,9.3209,-8.9457,5.0734,7.4567,-7.1566,0.5844,0.7792,0.5844,0.3896,0.1948,2025-09-08 04:37:29.935783
STOCK1459,95.6347,16.7085,-6.4967,0.2301,13.3668,-5.1974,0.1841,28.6904,38.2539,28.6904,19.1269,9.5635,2025-09-08 04:37:29.935796
STOCK1460,90.0592,-4.7109,12.126,5.6475,-3.7687,9.7008,4.518,27.0178,36.0237,27.0178,18.0118,9.0059,2025-09-08 04:37:29.935808
STOCK1461,94.5051,-16.4793,23.5177,11.0156,-13.1834,18.8142,8.8125,28.3515,37.802,28.3515,18.901,9.4505,2025-09-08 04:37:29.935821
STOCK1462,27.3014,26.5532,0.6732,18.2046,21.2426,0.5385,14.5637,8.1904,10.9206,8.1904,5.4603,2.7301,2025-09-08 04:37:29.935833
STOCK1463,57.0671,17.6629,-8.8742,6.6464,14.1304,-7.0994,5.3171,17.1201,22.8268,17.1201,11.4134,5.7067,2025-09-08 04:37:29.935846
STOCK1464,60.5832,9.9238,1.9771,11.3269,7.939,1.5817,9.0615,18.175,24.2333,18.175,12.1166,6.0583,2025-09-08 04:37:29.935859
STOCK1465,26.2937,10.0205,-6.0688,-2.2522,8.0164,-4.855,-1.8018,7.8881,10.5175,7.8881,5.2587,2.6294,2025-09-08 04:37:29.935871
STOCK1466,49.6024,-4.5644,0.3951,8.4747,-3.6515,0.3161,6.7798,14.8807,19.841,14.8807,9.9205,4.9602,2025-09-08 04:37:29.935884
STOCK1467,93.7499,3.0108,-9.6561,6.6291,2.4086,-7.7249,5.3033,28.125,37.5,28.125,18.75,9.375,2025-09-08 04:37:29.935896
STOCK1468,53.5697,-10.3685,18.7688,-4.6255,-8.2948,15.0151,-3.7004,16.0709,21.4279,16.0709,10.7139,5.357,2025-09-08 04:37:29.935910
STOCK1469,32.5983,13.013,19.3572,13.9041,10.4104,15.4857,11.1233,9.7795,13.0393,9.7795,6.5197,3.2598,2025-09-08 04:37:29.935922
STOCK1470,12.9439,-5.2214,10.9704,14.863,-4.1772,8.7763,11.8904,3.8832,5.1776,3.8832,2.5888,1.2944,2025-09-08 04:37:29.935934
STOCK1471,60.4845,5.4213,3.6818,16.229,4.337,2.9455,12.9832,18.1454,24.1938,18.1454,12.0969,6.0485,2025-09-08 04:37:29.935947
STOCK1472,52.4025,15.0444,20.0955,13.7973,12.0355,16.0764,11.0379,15.7208,20.961,15.7208,10.4805,5.2403,2025-09-08 04:37:29.935959
STOCK1473,96.3502,-8.9303,16.7676,-0.0232,-7.1443,13.4141,-0.0185,28.9051,38.5401,28.9051,19.27,9.635,2025-09-08 04:37:29.935972
STOCK1474,43.1494,10.8789,-9.7739,16.432,8.7031,-7.8192,13.1456,12.9448,17.2598,12.9448,8.6299,4.3149,2025-09-08 04:37:29.935985
STOCK1475,67.0571,-2.652,-4.2525,14.6227,-2.1216,-3.402,11.6982,20.1171,26.8228,20.1171,13.4114,6.7057,2025-09-08 04:37:29.935997
STOCK1476,8.6477,-6.1665,3.7439,0.8985,-4.9332,2.9951,0.7188,2.5943,3.4591,2.5943,1.7295,0.8648,2025-09-08 04:37:29.936010
STOCK1477,48.233,8.9118,-7.837,6.0178,7.1294,-6.2696,4.8143,14.4699,19.2932,14.4699,9.6466,4.8233,2025-09-08 04:37:29.936022
STOCK1478,3.5598,-0.079,-14.9119,13.826,-0.0632,-11.9296,11.0608,1.0679,1.4239,1.0679,0.712,0.356,2025-09-08 04:37:29.936035
STOCK1479,57.6218,4.5319,-10.1773,14.4558,3.6255,-8.1419,11.5646,17.2866,23.0487,17.2866,11.5244,5.7622,2025-09-08 04:37:29.936048
STOCK1480,5.0716,10.607,23.6219,4.2616,8.4856,18.8975,3.4093,1.5215,2.0286,1.5215,1.0143,0.5072,2025-09-08 04:37:29.936061
STOCK1481,12.0827,27.0346,1.6498,13.6219,21.6277,1.3199,10.8975,3.6248,4.8331,3.6248,2.4165,1.2083,2025-09-08 04:37:29.936074
STOCK1482,55.9379,4.6523,-12.3476,0.9727,3.7218,-9.8781,0.7781,16.7814,22.3752,16.7814,11.1876,5.5938,2025-09-08 04:37:29.936086
STOCK1483,94.4065,4.7455,18.13,14.2846,3.7964,14.504,11.4277,28.322,37.7626,28.322,18.8813,9.4407,2025-09-08 04:37:29.936115
STOCK1484,11.3125,-6.0204,-11.9186,-9.061,-4.8163,-9.5349,-7.2488,3.3938,4.525,3.3938,2.2625,1.1313,2025-09-08 04:37:29.936130
STOCK1485,6.9852,9.4208,11.1402,12.0633,7.5366,8.9122,9.6506,2.0956,2.7941,2.0956,1.397,0.6985,2025-09-08 04:37:29.936148
STOCK1486,99.0084,5.6634,-8.9875,-8.2249,4.5307,-7.19,-6.58,29.7025,39.6033,29.7025,19.8017,9.9008,2025-09-08 04:37:29.936164
STOCK1487,41.4188,11.9973,-8.2338,10.4072,9.5978,-6.5871,8.3258,12.4256,16.5675,12.4256,8.2838,4.1419,2025-09-08 04:37:29.936177
STOCK1488,96.2768,17.4035,20.8879,10.4331,13.9228,16.7103,8.3465,28.883,38.5107,28.883,19.2554,9.6277,2025-09-08 04:37:29.936190
STOCK1489,50.5297,-11.7433,19.6588,-7.5865,-9.3946,15.727,-6.0692,15.1589,20.2119,15.1589,10.1059,5.053,2025-09-08 04:37:29.936203
STOCK1490,74.2609,-12.9705,15.792,18.8861,-10.3764,12.6336,15.1089,22.2783,29.7044,22.2783,14.8522,7.4261,2025-09-08 04:37:29.936217
STOCK1491,79.5082,-14.6229,9.2846,17.6687,-11.6984,7.4277,14.1349,23.8525,31.8033,23.8525,15.9016,7.9508,2025-09-08 04:37:29.936229
STOCK1492,71.5339,4.9228,17.8863,18.2761,3.9382,14.3091,14.6209,21.4602,28.6136,21.4602,14.3068,7.1534,2025-09-08 04:37:29.936242
STOCK1493,92.6059,-14.1551,6.1884,19.3934,-11.3241,4.9507,15.5147,27.7818,37.0424,27.7818,18.5212,9.2606,2025-09-08 04:37:29.936255
STOCK1494,24.3063,-19.2946,1.0228,1.5664,-15.4357,0.8183,1.2532,7.2919,9.7225,7.2919,4.8613,2.4306,2025-09-08 04:37:29.936267
STOCK1495,88.7064,26.6723,23.0618,-5.9933,21.3378,18.4494,-4.7947,26.6119,35.4826,26.6119,17.7413,8.8706,2025-09-08 04:37:29.936280
STOCK1496,89.0298,-10.2048,-12.7597,-2.3884,-8.1638,-10.2078,-1.9107,26.7089,35.6119,26.7089,17.806,8.903,2025-09-08 04:37:29.936293
STOCK1497,3.648,-13.9783,-1.6904,-0.045,-11.1826,-1.3523,-0.036,1.0944,1.4592,1.0944,0.7296,0.3648,2025-09-08 04:37:29.936306
STOCK1498,82.3729,24.1607,-2.213,-0.6448,19.3286,-1.7704,-0.5158,24.7119,32.9492,24.7119,16.4746,8.2373,2025-09-08 04:37:29.936318
STOCK1499,1.9696,0.9461,16.4418,6.9785,0.7569,13.1535,5.5828,0.5909,0.7879,0.5909,0.3939,0.197,2025-09-08 04:37:29.936331
STOCK1500,70.0224,6.2688,-10.2653,0.7811,5.015,-8.2123,0.6249,21.0067,28.009,21.0067,14.0045,7.0022,2025-09-08 04:37:29.936343
STOCK1501,6.0741,25.7925,12.6727,5.1052,20.634,10.1382,4.0842,1.8222,2.4296,1.8222,1.2148,0.6074,2025-09-08 04:37:29.936356
